2;0.6837817235062589;0.0029249099986827787
4;1.214635139330041;0.003293169998528356
8;2.4579989424182265;0.003254680000850385
16;4.040179582318552;0.00396022000359153
32;9.264701194615308;0.003453970001601192
64;15.199842304311254;0.004210569999258951
128;41.69028021302037;0.0030702600065524166
256;71.98270171478921;0.003556409997145238
512;153.6098309987029;0.003333120000661438
1024;247.23550187576643;0.004141799993249151
2048;454.3639349577929;0.004507399999056361
4096;705.300949805494;0.005807449998656011
8192;1083.25829118279;0.007562369996776397
16384;1549.702762116744;0.010572350001893938
32768;2077.2726655873557;0.015774530008911825
65536;2733.8732727680595;0.02397184999495039
131072;3492.515201284794;0.0375294000014037
262144;3900.181630757876;0.06721328000026006
524288;4341.8551748393165;0.1207520699995257
1048576;3927.865125020662;0.2669582499970602
