2;8.44335234635332e-05;23.687273939998477
4;0.00017150530290112017;23.322893999995813
8;0.00024213806062440684;33.03900253999814
16;0.0006521111236024531;24.535695560001045
32;0.0013862961967065646;23.083090089998564
64;0.0028236187788840674;22.66594926999801
128;0.0038403011925184465;33.33071901999915
256;0.010890434178347598;23.5068681200039
512;0.022278410054869115;22.98189137999543
1024;0.0433293005588351;23.63296860999526
2048;0.08633054486715344;23.722773939994113
4096;0.1732550578881434;23.641445450004994
8192;0.35225320969319474;23.255998169995564
16384;0.7074996041485786;23.15761012999701
32768;1.3941330759204504;23.50421244999552
65536;2.660734939431284;24.630788669993535
131072;1.714571479238523;76.4459234200092
262144;3.2041336574468327;81.8143148899992
524288;6.708234954356533;78.15587908999987
1048576;13.274400957878576;78.99234046999709
